id	prompt	waveId	transcription	recResult	language	meaning	edition	category
ST1-6277	Sag: Ich bin aus Frankreich	6277	i am from france	i am from france	correct	correct	ST1	A
ST1-6278	Sag: Die Hauptstadt von Frankreich ist Paris	6278	the capital of france is paris	the capital of france is paris	correct	correct	ST1	A
ST1-6279	Sag: Ich habe 2 ältere Brüder	6279	i have two older brothers	i have two older brothers	correct	correct	ST1	A
ST1-6280	Sag: Ich gehe in die Ferien	6280	i am on holidays	i am on holidays	correct	correct	ST1	A
ST1-6281	Sag: Dies ist mein Pass	6281	this is my passport	this is my passport	correct	correct	ST1	A
ST1-6282	Sag: Ich heisse Andrew	6282	my name is andrew*z ggg name is	my name is andrew my name is	incorrect	correct	ST1	A
ST1-6283	Sag: Ich heisse Andrew	6283	my name is andrew*z	my name is andrew	correct	correct	ST1	A
ST1-6284	Sag: Ich bin aus Frankreich	6284	i am from france	i am from france	correct	correct	ST1	A
ST1-6285	Sag: Die Hauptstadt von Frankreich ist Paris	6285	the capital city of france is paris	the capital city of france is paris	correct	correct	ST1	A
ST1-6286	Sag: Die Hauptstadt von Frankreich ist Paris	6286	the capital city of france is paris	the capital city of france is paris	correct	correct	ST1	A
ST1-6287	Sag: Ich habe eine ältere Schwester	6287	i have one older sister	i have one older sister	correct	correct	ST1	A
ST1-6288	Sag: Ich gehe in die Ferien	6288	i am on holidays	i am on holidays	correct	correct	ST1	A
ST1-6289	Sag: Dies ist mein Pass	6289	this is my passport	this is my passport	correct	correct	ST1	A
ST1-6290	Sag: Ich heisse Andrew	6290	my name is andrew*z	my name is andrew	correct	correct	ST1	A
ST1-6291	Sag: Ich bin aus Frankreich	6291	i'm from france	i'm from france	correct	correct	ST1	A
ST1-6292	Sag: Die Hauptstadt von Frankreich ist Paris	6292	the capital city of france is paris	the capital city of france is paris	correct	correct	ST1	A
ST1-6293	Sag: Ich habe 2 ältere Schwestern	6293	i have two older sisters	i have two older sisters	correct	correct	ST1	A
ST1-6294	Sag: Ich gehe in die Ferien	6294	i am on holidays	i am on holidays	correct	correct	ST1	A
ST1-6295	Sag: Dies ist mein Pass	6295	this is my passport	this is my passport	correct	correct	ST1	A
ST1-6298	Sag: Ich bin aus Frankreich	6298	i am from france	i am from france	correct	correct	ST1	A
ST1-6299	Sag: Die Hauptstadt von Frankreich ist Paris	6299	the capital city of france is paris	the capital city of france is paris	correct	correct	ST1	A
ST1-6300	Sag: Ich habe 2 jüngere Brüder	6300	i have two younger brothers	i have two younger brothers	correct	correct	ST1	A
ST1-6301	Sag: Ich gehe in die Ferien	6301	i'm on holidays	i am on holidays	correct	correct	ST1	A
ST1-6303	Sag: Dies ist mein Pass	6303	this is my passport	this is my passport	correct	correct	ST1	A
ST1-6305	Sag: Ich heisse James	6305	my name is james	my name is james	correct	correct	ST1	A
ST1-6308	Sag: Ich bin aus Frankreich	6308	i am from france	i am from france	correct	correct	ST1	A
ST1-6309	Sag: Die Hauptstadt von Frankreich ist Paris	6309	the capital city of france is paris	the capital city of france is paris	correct	correct	ST1	A
ST1-6310	Sag: Ich habe 3 jüngere Brüder	6310	have three younger brothers	have three younger brothers	incorrect	correct	ST1	A
ST1-6311	Sag: Ich gehe in die Ferien	6311	i am*z on holidays	i am on holiday	correct	correct	ST1	A
ST1-6312	Sag: Dies ist mein Pass	6312	this is my passport	this is my passport	correct	correct	ST1	A
ST1-6313	Sag: Ich heisse Jack	6313	my name is jack	my name is jack	correct	correct	ST1	A
ST1-6314	Sag: Ich heisse Jack	6314	my name is jack	my name is jack	correct	correct	ST1	A
ST1-6315	Sag: Ich heisse Andy	6315	my name is andy	my name is andy	correct	correct	ST1	A
ST1-6316	Sag: Ich bin aus Österreich	6316	i am from austria*z	i am from austria	correct	correct	ST1	A
ST1-6320	Sag: Ich habe 2 jüngere Brüder	6320	i have two younger brothers	i have two younger brothers	correct	correct	ST1	A
ST1-6321	Sag: Ich gehe in die Ferien	6321	i am on holidays	i am on holidays	correct	correct	ST1	A
ST1-6322	Sag: Dies ist mein Pass	6322	this is my passport	this is my passport	correct	correct	ST1	A
ST1-6323	Frag: ein Ticket zum Trafalgar Square	6323	i would like one ticket to trafalgar square	i would like one ticket to trafalgar square	correct	correct	ST1	A
ST1-6326	Frag: ein Ticket für Sonntagabend	6326	i want a ticket on sunday evening	i want a ticket on sunday evening	correct	correct	ST1	A
ST1-6328	Frag: ein Ticket für Sonntagabend	6328	i want one ticket for sunday night	i want one ticket for sunday night	correct	correct	ST1	A
ST1-6329	Frag: ein Ticket für Mamma Mia	6329	i want one ticket for mamma mia	i want one ticket for mamma mia	correct	correct	ST1	A
ST1-6331	Frag: Tickets für das Science Museum	6331	i would like tickets for the science*z museum	i would like tickets for the science museum	correct	correct	ST1	A
ST1-6332	Frag: 1 Ticket	6332	one ticket	one ticket	correct	correct	ST1	A
ST1-6333	Frag: ein Ticket zum Piccadilly Circus	6333	i would like one ticket to piccadilly circus	i would like one ticket to piccadilly circus	correct	correct	ST1	A
ST1-6334	Sag: Ich möchte mit Kreditkarte bezahlen	6334	can i pay be credit card	can i pay be credit card	incorrect	correct	ST1	A
ST1-6335	Frag: einen Orangensaft	6335	i would like one orange*z juice	i would like one orange juice	correct	correct	ST1	A
ST1-6336	Frag: einen Hamburger	6336	i would like an hamburger	i would like an hamburger	incorrect	correct	ST1	A
ST1-6337	Frag: meinen Hamburger medium	6337	i would like a hamburger medium	i would like a hamburger medium	incorrect	correct	ST1	A
ST1-6338	Frag: Pilze	6338	some mushroom	some mushroom	incorrect	correct	ST1	A
ST1-6339	Frag: Wo ist die National Gallery?	6339	where is the national*z nash*a national gallery	where is the national nash national gallery	correct	correct	ST1	A
ST1-6340	Frag: Wo ist die National Gallery?	6340	where is the national gallery	where is the national gallery	correct	correct	ST1	A
ST1-6341	Frag: Wo ist Piccadilly Circus?	6341	where is the piccadilly circus	where is the piccadilly circus	incorrect	correct	ST1	A
ST1-6342	Frag: Welcher Bus fährt dorthin?	6342	which bus go there	which bus go there	incorrect	correct	ST1	A
ST1-6343	Sag: Ich habe keine Reservation	6343	i have no reservation	i have no reservation	correct	correct	ST1	A
ST1-6344	Sag: Ich habe keine Reservation	6344	no i don't no have a reservation	no i don't no have a reservation	incorrect	correct	ST1	A
ST1-6345	Frag: Zimmer für 7 Nächte	6345	i want a room for seven nights	i want a room for seven nights	correct	correct	ST1	A
ST1-6346	Frag: Twinzimmer	6346	a twin*z room please	a twin room please	correct	correct	ST1	A
ST1-6347	Sag: Ich möchte mit Kreditkarte bezahlen	6347	can i pay by credit card	can i pay by credit card	correct	correct	ST1	A
ST1-6348	Sag: Ich möchte mit Dollars bezahlen	6348	can i pay by dollars	can i pay by dollars	incorrect	correct	ST1	A
ST1-6349	Frag: Gibt es einen Lift?	6349	do you uh do you have a lift	do you uh do you have a lift	correct	correct	ST1	A
ST1-6350	Frag: Gibt es einen Lift?	6350	do you have a lift	do you have a lift	correct	correct	ST1	A
ST1-6351	Frag: Wo ist der Lift?	6351	where is the lift	where is the lift	correct	correct	ST1	A
ST1-6352	Frag: Zimmer für 4 Nächte	6352	i want a room for for four nights	i want a room for four nights	correct	correct	ST1	A
ST1-6353	Frag: Suite	6353	i want a suite	i want a suite	correct	correct	ST1	A
ST1-6354	Sag: Ich möchte mit Postkarte bezahlen	6354	i would like to par pay pay post card	i would like to par pay pay post card	incorrect	correct	ST1	A
ST1-6355	Frag: Zimmer für 6 Nächte	6355	i like a room for six nights	i would like a room for six nights	correct	correct	ST1	A
ST1-6356	Frag: Doppelzimmer	6356	a double room	a double room	correct	correct	ST1	A
ST1-6357	Frag: Doppelzimmer	6357	a double room	a double room	correct	correct	ST1	A
ST1-6359	Sag: Ich möchte mit Mastercard bezahlen	6359	i would cash with the master card	i would cash with mastercard	incorrect	incorrect	ST1	A
ST1-6360	Sag: Ich möchte mit Mastercard bezahlen	6360	can i buy	can i buy	incorrect	incorrect	ST1	A
ST1-6361	Sag: Ich möchte mit Mastercard bezahlen	6361	can i buy be with mastercard	can i buy be with mastercard	incorrect	correct	ST1	A
ST1-6362	Frag: Gibt es einen Coiffeur?	6362	is there a hairdresser	is there a hairdresser	correct	correct	ST1	A
ST1-6363	Frag: Wo ist der Coiffeur?	6363	where is the hairdresser	where is the hairdresser	correct	correct	ST1	A
ST1-6364	Sag: Ich habe keine Reservation	6364	i haven't got a reservation	i haven't got a reservation	correct	correct	ST1	A
ST1-6365	Sag: Ich habe keine Reservation	6365	no i don't not have a reservation	no i don't not have a reservation	incorrect	correct	ST1	A
ST1-6366	Frag: Zimmer für 5 Nächte	6366	can i have a room for fou*a five nights	can i have a room for five nights	correct	correct	ST1	A
ST1-6367	Frag: Einzelzimmer	6367	a single room please	a single room please	correct	correct	ST1	A
ST1-6368	Sag: Ich möchte mit Postkarte bezahlen	6368	i will buy be a post card	i will buy be post card	incorrect	incorrect	ST1	A
ST1-6369	Sag: Ich möchte mit Postkarte bezahlen	6369	i would like a pay by post card	i would like a pay by post card	incorrect	correct	ST1	A
ST1-6370	Frag: Gibt es ein Schwimmbad?	6370	is here a swimming pool	is here a swimming pool	incorrect	correct	ST1	A
ST1-6371	Frag: 4 Tickets nach London	6371	can i have four tickets um uh	can i have four tickets um uh	incorrect	incorrect	ST1	A
ST1-6372	Frag: 4 Tickets nach London	6372	can i have four tickets to london	can i have four tickets to london	correct	correct	ST1	A
ST1-6374	Sag: Ich möchte morgen abreisen	6374	i would like to leave tomorrow	i would like to leave tomorrow	correct	correct	ST1	A
ST1-6375	Sag: Ich heisse Michelle	6375	my name is michelle	my name is michelle	correct	correct	ST1	A
ST1-6376	Sag: Ich bin aus Schottland	6376	i'm from scotland	i'm from scotland	correct	correct	ST1	A
ST1-6377	Sag: Ich heisse Stephanie	6377	my name is stephanie	my name is stephanie	correct	correct	ST1	A
ST1-6378	Sag: Ich bin aus Österreich	6378	i am from austria*z	i am from austria	correct	correct	ST1	A
ST1-6379	Sag: Die Hauptstadt von Österreich ist Wien	6379	the capital of austria is vienna	the capital of austria is vienna	correct	correct	ST1	A
ST1-6380	Sag: Ich habe 3 ältere Brüder	6380	i have three older brothers	i have three older brothers	correct	correct	ST1	A
ST1-6382	Sag: Ich gehe in die Ferien	6382	i went to holidays	i went to holidays	incorrect	incorrect	ST1	A
ST1-6383	Sag: Ich gehe in die Ferien	6383	i'm going on holidays	i'm going on holidays	incorrect	correct	ST1	A
ST1-6384	Sag: Dies ist mein Pass	6384	that is my pass	that is my pass	incorrect	incorrect	ST1	A
ST1-6385	Sag: Dies ist mein Pass	6385	this is my passport	yes it is my passport	correct	correct	ST1	A
ST1-6386	Sag: Ich heisse Mona	6386	my name is mona	my name is mona	correct	correct	ST1	A
ST1-6387	Sag: Ich bin aus Amerika	6387	i am from the u s a	i'm from the u s a	correct	correct	ST1	A
ST1-6388	Sag: Ich bin aus Amerika	6388	i am from america	i am from america	correct	correct	ST1	A
ST1-6389	Sag: Ich habe keine Reservation	6389	i i don't no reservation	i don't no reservation	incorrect	incorrect	ST1	A
ST1-6390	Sag: Ich habe keine Reservation	6390	i don't reservation	i don't reservation	incorrect	correct	ST1	A
ST1-6391	Sag: Ich habe keine Reservation	6391	no i don't note have a reservation	no i don't note have a reservation	incorrect	correct	ST1	A
ST1-6392	Frag: Zimmer für 1 Woche	6392	i want a room for one week	i want a room for one week	correct	correct	ST1	A
ST1-6394	Sag: Ich möchte mit Postkarte bezahlen	6394	i would like to buy pay be post card	i would like to buy pay be post card	incorrect	correct	ST1	A
ST1-6395	Sag: Ich möchte mit Postkarte bezahlen	6395	i would like to pay be post card	i would like to pay be post card	incorrect	correct	ST1	A
ST1-6396	Frag: Gibt es einen Lebensmittelladen?	6396	is there a gregory store	is there a grocery store	correct	correct	ST1	A
ST1-6397	Frag: Wo ist der Lebensmittelladen?	6397	where is the gregory store	where is the grocery store	correct	correct	ST1	A
ST1-6398	Sag: Ich habe keine Reservation	6398	no i don't not have a reservation	no i don't not have a reservation	incorrect	correct	ST1	A
ST1-6399	Sag: Ich habe keine Reservation	6399	no i don't not have a reservation	no i don't not have a reservation	incorrect	correct	ST1	A
ST1-6400	Frag: Zimmer für 7 Nächte	6400	i want a room for seven nights	i want a room for seven nights	correct	correct	ST1	A
ST1-6401	Frag: Twinzimmer	6401	a twin room please	a twin room please	correct	correct	ST1	A
ST1-6402	Sag: Ich möchte mit Postkarte bezahlen	6402	i would like to pay be post card	i would like to pay be post card	incorrect	correct	ST1	A
ST1-6403	Frag: Gibt es einen Lebensmittelladen?	6403	is there a gregory store	is there a grocery store	correct	correct	ST1	A
ST1-6404	Frag: Wo ist der Lebensmittelladen?	6404	where is the gro*a gregory store	where is the grocery store	correct	correct	ST1	A
ST1-6405	Sag: Mein WC ist dreckig	6405	my to*a	my co	incorrect	incorrect	ST1	A
ST1-6406	Sag: Mein WC ist dreckig	6406	my toilet is dirty*z	my toilet is dirty	correct	correct	ST1	A
ST1-6407	Frag: Wo ist der Haarföhn?	6407	where can i find*z a hairy dry*z	where can i find a hairy three	incorrect	incorrect	ST1	A
ST1-6408	Frag: Wo ist der Haarföhn?	6408	where can i find*z a hairdryer ggg where can i find*z a xxx where can i find*z a hairdryer	where can i find a hairdryer where can i find a hairdryer	correct	correct	ST1	A
ST1-6409	Frag: Zimmer für 6 Nächte	6409	i want a room for six nights	i want a room for six nights	correct	correct	ST1	A
ST1-6410	Frag: Einzelzimmer	6410	a single room please	a single room please	correct	correct	ST1	A
ST1-6411	Sag: Ich möchte mit Mastercard bezahlen	6411	can i pay be mastercard	can i pay be mastercard	incorrect	correct	ST1	A
ST1-6412	Frag: Gibt es einen Coiffeur?	6412	is there a hairdresser*z	is there a hairdresser	correct	correct	ST1	A
ST1-6413	Frag: Gibt es einen Coiffeur?	6413	is there a hairdresser*z	is there a hairdresser	correct	correct	ST1	A
ST1-6414	Frag: Gibt es einen Coiffeur?	6414	is there a hairdresser*z	is there a hairdresser	correct	correct	ST1	A
ST1-6415	Sag: Ich habe keine Reservation	6415	no i don't not have a reservation	no i don't not have a reservation	incorrect	correct	ST1	A
ST1-6416	Frag: Zimmer für 2 Nächte	6416	i want a room for two nights	i want a room for two nights	correct	correct	ST1	A
ST1-6417	Frag: Suite	6417	i want a suite	i want a suite	correct	correct	ST1	A
ST1-6418	Sag: Ich möchte mit Kreditkarte bezahlen	6418	can i pay be credit card	can i pay be credit card	incorrect	correct	ST1	A
ST1-6419	Frag: Gibt es ein Hotelrestaurant?	6419	is there a hotel restaurant	is there a hotel restaurant	correct	correct	ST1	A
ST1-6420	Frag: Wo ist das Hotelrestaurant?	6420	where is the hotel resesh	where is the hotel bar	incorrect	incorrect	ST1	A
ST1-6421	Frag: Wo ist das Hotelrestaurant?	6421	where is the hotel restaurant	where is the hotel restaurant	correct	correct	ST1	A
ST1-6422	Frag: 2 Tickets nach London	6422	i would like two tickets to london	i would like two tickets to london	correct	correct	ST1	A
ST1-6423	Frag: Zimmer für 3 Nächte	6423	i want a like for three nights	i want a like for three nights	incorrect	incorrect	ST1	A
ST1-6425	Frag: Einzelzimmer	6425	a single room please	a single room please	correct	correct	ST1	A
ST1-6427	Sag: Ich möchte mit Postkarte bezahlen	6427	i'd like to post by post card	i'd like to post by post card	incorrect	incorrect	ST1	A
ST1-6429	Frag: Gibt es einen Coiffeur?	6429	is there a hairdresser	is there a hairdresser	correct	correct	ST1	A
ST1-6430	Frag: Wo ist der Coiffeur?	6430	who is the hairdresser	who is the hairdresser	incorrect	incorrect	ST1	A
ST1-6431	Frag: Zimmer für 1 Woche	6431	i want a room i want like a room for eine*v woche*v	i want a room i want like a room for lion	incorrect	incorrect	ST1	A
ST1-6433	Frag: Zimmer für 1 Woche	6433	i want a room for one week	i want a room for one week	correct	correct	ST1	A
ST1-6434	Frag: Einzelzimmer	6434	a single room please	a single room please	correct	correct	ST1	A
ST1-6435	Sag: Ich möchte mit Visa bezahlen	6435	i want with visa bezahlen*v	i want with visa thirty-seven	incorrect	incorrect	ST1	A
ST1-6437	Sag: Ich möchte mit Visa bezahlen	6437	can i pay with visa	can i pay with visa	correct	correct	ST1	A
ST1-6438	Frag: Gibt es ein Fitnessstudio?	6438	i want a fitness studio	i want a fitness studio	incorrect	incorrect	ST1	A
ST1-6440	Frag: Gibt es ein Fitnessstudio?	6440	is there a chink	is there a gym	incorrect	incorrect	ST1	A
ST1-6441	Sag: Ich habe keine Reservation	6441	no i do not have*z a reservation	no i do not have a reservation	correct	correct	ST1	A
ST1-6442	Frag: Zimmer für 2 Nächte	6442	have*z you a room for two nights	have you a room for two nights	correct	correct	ST1	A
ST1-6443	Frag: Zimmer für 2 Nächte	6443	i want a room for two nights	i want a room for two nights	correct	correct	ST1	A
ST1-6444	Frag: Twinzimmer	6444	i want a twin zimmer*v	i want a twin zimmer	incorrect	incorrect	ST1	A
ST1-6447	Sag: Ich möchte mit Visa bezahlen	6447	can i pay with visa	can i pay with visa	correct	correct	ST1	A
ST1-6449	Sag: Ich möchte mit Euros bezahlen	6449	can i pay with euros	can i pay with euros	correct	correct	ST1	A
ST1-6451	Frag: Gibt es einen Lift?	6451	is a lift in this hotel	is a lift in this hotel	incorrect	correct	ST1	A
ST1-6452	Frag: Gibt es einen Lift?	6452	do you have a lift	do you have a lift	correct	correct	ST1	A
ST1-6453	Frag: Wo ist der Lift?	6453	where is the lift	where is the lift	correct	correct	ST1	A
ST1-6454	Frag: 3 Tickets nach London	6454	i want three three tickets to london	i want three three tickets to london	correct	correct	ST1	A
ST1-6455	Frag: 3 Tickets nach London	6455	i want three tickets to london	i want three tickets to london	correct	correct	ST1	A
ST1-6458	Sag: Ich möchte um 10 Uhr morgen abreisen	6458	i want to leave at ten o'clock tomorrow	i want to leave at ten o'clock tomorrow	correct	correct	ST1	A
ST1-6459	Sag: Ich heisse John	6459	my name is john	my name is john	correct	correct	ST1	A
ST1-6460	Sag: Ich bin aus Portugal	6460	i'm from portugal	i'm from portugal	correct	correct	ST1	A
ST1-6461	Frag: 5 Tickets nach London	6461	i want fa*a five tickets to london	i want my five tickets to london	correct	correct	ST1	A
ST1-6462	Frag: 5 Tickets nach London	6462	i want five tickets to london	i want five tickets to london	correct	correct	ST1	A
ST1-6463	Sag: Ich möchte am Samstag abreisen	6463	i want leave at saturday	i want leave at saturday	incorrect	correct	ST1	A
ST1-6464	Sag: Ich möchte am Samstag abreisen	6464	i would like to leave on saturday	i would like to leave on saturday	correct	correct	ST1	A
ST1-6465	Sag: Ich heisse Sarah	6465	my name is sarah	my name is sarah	correct	correct	ST1	A
ST1-6466	Sag: Ich heisse Sarah	6466	my name is sarah	my name is sarah	correct	correct	ST1	A
ST1-6467	Sag: Ich bin aus der Türkei	6467	i'm from turkey*z	i'm from turkey	correct	correct	ST1	A
ST1-6469	Frag: Zimmer für 7 Nächte	6469	i want a room for seven nights	i want a room for seven nights	correct	correct	ST1	A
ST1-6470	Frag: Twinzimmer	6470	twinzimmer*z	twin zimmer	incorrect	incorrect	ST1	A
ST1-6471	Frag: Twinzimmer	6471	i want a twin zimmer*z	i want a twin zimmer	incorrect	incorrect	ST1	A
ST1-6472	Sag: Ich möchte mit Visa bezahlen	6472	can i pay with visa	can i pay with visa	correct	correct	ST1	A
ST1-6473	Sag: Ich möchte mit Schweizer Franken bezahlen	6473	can i pay with swi*a swiss*z francs	can i pay with swiss francs	correct	correct	ST1	A
ST1-6474	Frag: Gibt es ein Fitnessstudio?	6474	is in the hotel a fitness studio	is in the hotel a fitness studio	incorrect	correct	ST1	A
ST1-6475	Frag: Wo ist das Fitnessstudio?	6475	where is the fitness studio	where is the fitness studio	correct	correct	ST1	A
ST1-6476	Frag: Zimmer für 3 Nächte	6476	i want a room for three three nights	i want a room for three three nights	correct	correct	ST1	A
ST1-6478	Frag: Sandalen	6478	i want sandals*z	i want sandals	correct	correct	ST1	A
ST1-6479	Frag: rote Sandalen	6479	i want green*z sandals*z	i want green sandals	incorrect	incorrect	ST1	A
ST1-6480	Frag: rote Sandalen	6480	reed	reed	incorrect	incorrect	ST1	A
ST1-6481	Frag: 3 Tickets nach London	6481	i would like three tickets to london	i would like three tickets to london	correct	correct	ST1	A
ST1-6482	Sag: Ich möchte um 8 Uhr morgen abreisen	6482	i want to leave at eight o'clock tomorrow	i want to leave at eight o'clock tomorrow	correct	correct	ST1	A
ST1-6484	Sag: Ich heisse Michelle	6484	my name is michelle	my name is michelle	correct	correct	ST1	A
ST1-6485	Sag: Ich bin aus der Türkei	6485	i am from turkey	i am from turkey	correct	correct	ST1	A
ST1-6486	Frag: ein Ticket nach London	6486	i want a ticket to london	i want a ticket to london	correct	correct	ST1	A
ST1-6487	Sag: Ich möchte am Sonntagnachmittag abreisen	6487	i would like to leave on sunday afternoon	i would like to leave on sunday afternoon	correct	correct	ST1	A
ST1-6488	Sag: Ich heisse Jack	6488	my name is jack	my name is jack	correct	correct	ST1	A
ST1-6489	Sag: Ich bin aus Spanien	6489	i am from espagne*v	i am from sandals	incorrect	incorrect	ST1	A
ST1-6490	Frag: ein Ticket zum Trafalgar Square	6490	i need a ticket to falgar square	i need a ticket to trafalgar square	incorrect	incorrect	ST1	A
ST1-6491	Sag: Ich möchte mit Kreditkarte bezahlen	6491	can i p*a pay by credit card	can i pay by credit card	correct	correct	ST1	A
ST1-6492	Sag: Ich möchte mit Euros bezahlen	6492	can i pay with euros	can i pay with euros	correct	correct	ST1	A
ST1-6493	Frag: ein Ticket nach Notting Hill	6493	i want a ticket to notting hill	i want a ticket to notting hill	correct	correct	ST1	A
ST1-6495	Sag: Ich möchte mit Mastercard bezahlen	6495	can i pay by mastercard	can i pay by mastercard	correct	correct	ST1	A
ST1-6496	Frag: ein Ticket zum Green Park	6496	i want a ticket to green park	i want a ticket to green park	correct	correct	ST1	A
ST1-6504	Sag: Mir geht es gut	6504	i am fine	i am fine	correct	correct	ST1	A
ST1-6505	Frag: Sandalen	6505	i am looking for sandals	i am looking for sandals	correct	correct	ST1	A
ST1-6506	Frag: blaue Sandalen	6506	i'm looking blue sandals	i'm looking blue sandals	incorrect	correct	ST1	A
ST1-6507	Frag: blaue Sandalen	6507	blue sandals please blue sandals please	blue sandals please blue sandals please	correct	correct	ST1	A
ST1-6508	Frag: blaue Sandalen	6508	could you please repeat that blue sandals please	could you please repeat that blue sandals please	incorrect	incorrect	ST1	A
ST1-6509	Frag: Grösse 37	6509	i am a thirty-seven	i am a thirty-seven	correct	correct	ST1	A
ST1-6510	Frag: Hosen	6510	i want looking jeans	i want looking jeans	incorrect	incorrect	ST1	A
ST1-6511	Frag: Hosen	6511	i am looking for trousers	i am looking for trousers	correct	correct	ST1	A
ST1-6512	Frag: grüne Hosen	6512	green trousers please	green trousers please	correct	correct	ST1	A
ST1-6514	Frag: eine S	6514	small	small	correct	correct	ST1	A
ST1-6515	Frag: Wie viel kostet es?	6515	how much does it cost	how much does it cost	correct	correct	ST1	A
ST1-6516	Sag: Die Hose ist zu teuer	6516	the tower is too much the tower is too much ggg	the tower is too much the tower is too much	incorrect	incorrect	ST1	A
ST1-6517	Sag: Die Hose ist zu teuer	6517	no thank you the towers is too expensive	no thank you the towers is too expensive	incorrect	incorrect	ST1	A
ST1-6518	Sag: Mir geht es gut	6518	i'm fine	i am fine	correct	correct	ST1	A
ST1-6519	Frag: Stiefel	6519	i want looking boots i want looking boots	i want looking boots i want looking boots	incorrect	incorrect	ST1	A
ST1-6520	Frag: Stiefel	6520	i would like some boots	i would like some boots	correct	correct	ST1	A
ST1-6522	Frag: Grösse 44	6522	for thirty-four	for thirty four	incorrect	incorrect	ST1	A
ST1-6523	Frag: Grösse 44	6523	i am a forty-four	i am a forty-four	correct	correct	ST1	A
ST1-6524	Frag: Jeans	6524	i want looking jeans	i want looking jeans	incorrect	incorrect	ST1	A
ST1-6527	Frag: eine L	6527	i am a large*z	i am a large	correct	correct	ST1	A
ST1-6528	Sag: Dies ist zu gross	6528	this is too big	this is too big	correct	correct	ST1	A
ST1-6529	Sag du möchtest nicht: diese Jeans	6529	i want not got this jeans	i want not got this jeans	incorrect	incorrect	ST1	A
ST1-6530	Sag du möchtest nicht: diese Jeans	6530	i do not want these jeans	i do not want these jeans	correct	correct	ST1	A
ST1-6531	Sag, dass du es nicht möchtest	6531	i don't want this	i don't want this	correct	correct	ST1	A
ST1-6532	Sag, dass du es nicht möchtest	6532	no i do not want it	no i do not want it	correct	correct	ST1	A
ST1-6533	Frag: Zimmer für 4 Nächte	6533	a room for four nights	a room for four nights	correct	correct	ST1	A
ST1-6535	Sag: Ich möchte mit Kreditkarte bezahlen	6535	can i pay by credit card	can i pay by credit card	correct	correct	ST1	A
ST1-6536	Frag: Gibt es eine Hotelbar?	6536	is there a hotel bar	is there a hotel bar	correct	correct	ST1	A
ST1-6537	Frag: Wo ist die Hotelbar?	6537	who is the hotel bar	who is the hotel bar	incorrect	incorrect	ST1	A
ST1-6538	Frag: Zimmer für 3 Nächte	6538	i would like a room for three nights	i would like a room for three nights	correct	correct	ST1	A
ST1-6539	Frag: Suite	6539	i would like a suite	i would like a suite	correct	correct	ST1	A
ST1-6540	Frag: Suite	6540	i want a suite	i want a suite	correct	correct	ST1	A
ST1-6541	Frag: Zimmer für 7 Nächte	6541	a room for seven nights	a room for seven nights	correct	correct	ST1	A
ST1-6542	Frag: Twinzimmer	6542	twin room	twin room	correct	correct	ST1	A
ST1-6544	Sag: Ich möchte mit Kreditkarte bezahlen	6544	can i pay by credit card	can i pay by credit card	correct	correct	ST1	A
ST1-6545	Frag: Gibt es einen Coiffeur?	6545	is there a hairdresser*z	is there a hairdresser	incorrect	correct	ST1	A
ST1-6546	Frag: 3 Tickets nach London	6546	three tickets at london	three tickets at london	incorrect	correct	ST1	A
ST1-6547	Sag: Ich möchte um 16 Uhr morgen abreisen	6547	i would like to leave tomorrow uh at four	i would like to leave tomorrow uh at four	correct	correct	ST1	A
ST1-6548	Sag: Ich heisse Andy	6548	my name is andy	my name is andy	correct	correct	ST1	A
ST1-6549	Sag: Ich bin aus Australien	6549	i'm from australia*z	i'm from australia	correct	correct	ST1	A
ST1-6550	Frag: Zimmer für 4 Nächte	6550	i want a room for four nights	i want a room for four nights	correct	correct	ST1	A
ST1-6551	Frag: Doppelzimmer	6551	i would like double room	i would like a double room	incorrect	correct	ST1	A
ST1-6552	Frag: Doppelzimmer	6552	i would like a double room	i would like a double room	correct	correct	ST1	A
ST1-6554	Frag: Gibt es einen Lebensmittelladen?	6554	is there a gregory store	is there a grocery store	correct	correct	ST1	A
ST1-6555	Sag: Ich habe keine Reservation	6555	no i don't not have a reservation	no i don't not have a reservation	incorrect	correct	ST1	A
ST1-6556	Frag: Zimmer für 2 Nächte	6556	i want a room for two nights	i want a room for two nights	correct	correct	ST1	A
ST1-6557	Frag: Doppelzimmer	6557	i would like a double room	i would like a double room	correct	correct	ST1	A
ST1-6558	Sag: Ich möchte mit Visa bezahlen	6558	can i pay with visa*z	can i pay with visa	correct	correct	ST1	A
ST1-6559	Sag: Ich möchte mit Euros bezahlen	6559	can i pay with euros	can i pay with euros	correct	correct	ST1	A
ST1-6560	Frag: Gibt es ein Hotelrestaurant?	6560	is there a hotel*z restaurant	is there a hotel restaurant	correct	correct	ST1	A
ST1-6561	Frag: Wo ist das Hotelrestaurant?	6561	where is the hotel restaurant	where is the hotel restaurant	correct	correct	ST1	A
ST1-6562	Frag: 6 Tickets nach London	6562	can i buy six tickets to london	can i buy six tickets to london	correct	correct	ST1	A
ST1-6563	Sag: Ich möchte am Donnerstagabend abreisen	6563	i would like to leave on thursday and thing	i would like to leave on thursday and thing	incorrect	incorrect	ST1	A
ST1-6564	Sag: Ich heisse Nick	6564	my name is nick	my name is nick	correct	correct	ST1	A
